Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,Stress_Exercise_Interaction
57,1,9.2,5,0,7.7,0,88,544.73,45,21.8,0
37,0,8.3,10,2,4.4,1,105,586.18,82,36.2,10
46,1,10.0,8,2,9.5,0,499,257.33,67,65.38,0
22,1,4.7,4,1,7.1,1,260,220.23,70,88.85,4
52,0,5.3,4,1,5.6,0,218,388.85,58,49.03,0
36,0,8.4,3,2,1.8,1,239,435.35,46,58.76,3
56,0,5.6,8,0,5.2,0,367,516.56,44,10.97,0
29,1,5.3,2,1,3.8,1,114,432.8,56,59.49,2
50,0,7.9,10,0,5.9,1,329,210.52,86,93.28,10
52,1,5.2,2,1,9.5,1,139,258.41,99,100.0,2
59,2,4.3,4,1,8.9,2,388,287.59,63,73.06,8
55,0,5.3,1,1,6.1,0,333,313.9,66,68.47,0
25,0,4.6,3,1,8.0,0,148,272.29,72,73.86,0
55,0,4.9,8,1,11.7,0,409,425.52,57,20.65,0
48,0,8.0,10,1,1.7,1,289,563.49,68,32.75,10
28,1,4.7,8,2,10.1,2,373,249.86,40,59.15,16
21,1,6.6,5,1,1.3,2,114,236.41,74,100.0,10
57,1,9.1,2,1,11.4,0,91,447.99,49,40.11,0
22,0,4.5,2,1,7.3,2,250,533.94,81,50.56,4
59,1,6.5,4,0,4.9,1,163,511.79,69,48.59,4
39,0,10.0,9,1,11.0,1,413,243.25,56,69.7,9
34,0,9.0,6,1,6.5,0,490,252.6,46,62.35,0
37,0,4.7,4,1,4.0,0,343,451.67,43,29.76,0
29,0,4.1,4,1,12.0,1,312,324.98,48,50.8,4
34,1,5.8,3,1,9.6,1,267,484.05,91,55.68,3
44,0,9.3,8,1,3.2,0,491,566.79,85,31.02,0
40,1,4.3,1,1,4.0,2,420,596.82,64,34.73,2
22,1,5.5,10,1,2.6,0,181,328.29,72,59.76,0
45,0,9.2,2,1,5.3,2,3,210.63,67,100.0,4
54,1,7.0,3,0,9.2,0,370,331.61,93,73.03,0
47,0,4.7,7,0,11.5,1,324,577.73,81,20.88,7
46,1,6.9,8,1,10.5,1,262,215.01,79,85.48,8
31,2,5.3,5,0,1.5,0,168,562.68,81,36.71,0
25,0,4.5,6,1,11.6,0,455,266.64,97,69.56,0
44,1,8.6,8,2,12.0,0,238,517.7,71,22.66,0
23,2,7.5,7,1,2.6,1,315,408.07,82,68.79,7
24,0,9.9,9,1,1.0,1,296,284.7,57,80.43,9
43,0,6.3,3,1,11.0,1,322,559.0,89,39.99,3
59,0,7.0,5,1,3.0,1,429,394.69,43,51.64,5
47,1,4.9,1,0,8.0,0,477,304.96,40,50.43,0
34,0,9.0,3,1,2.4,0,151,368.79,45,61.42,0
23,0,5.2,5,1,2.2,1,268,515.18,48,34.88,5
20,0,5.5,7,1,2.6,1,226,356.16,79,73.72,7
36,0,9.4,7,0,8.4,2,146,537.58,59,39.18,14
36,0,8.3,6,0,5.3,1,6,364.83,98,89.72,6
41,0,6.4,3,2,8.4,0,286,581.42,57,15.08,0
45,0,4.4,4,1,8.0,2,107,413.12,56,55.81,8
52,2,6.7,5,0,8.6,1,39,234.95,45,78.06,5
52,2,8.7,8,0,6.5,2,272,291.79,73,84.08,16
22,0,9.8,8,1,6.7,0,28,426.31,50,41.94,0
55,1,4.1,10,1,9.3,0,324,435.18,90,35.24,0
23,1,5.1,7,2,1.6,0,329,378.85,47,42.58,0
46,1,7.0,7,1,1.5,2,191,552.92,66,44.78,14
40,1,6.4,7,1,3.9,1,276,536.54,45,25.51,7
54,0,9.6,1,2,2.7,2,165,238.91,49,100.0,2
49,1,6.9,4,1,1.7,1,107,538.76,46,39.32,4
18,0,9.3,4,0,9.4,2,488,250.56,86,97.98,8
51,0,8.5,4,1,5.8,1,6,487.73,54,50.89,4
45,0,5.9,2,1,4.3,0,301,378.21,92,73.3,0
24,0,5.6,6,1,6.5,2,21,289.9,40,70.71,12
54,1,5.5,7,1,3.9,0,352,310.99,63,58.78,0
46,1,8.9,7,0,10.8,1,205,548.05,57,25.66,7
36,1,4.2,7,0,11.6,0,435,525.65,93,22.19,0
36,0,4.9,10,0,10.7,1,419,230.22,67,65.5,10
37,1,5.5,6,1,9.9,0,326,243.19,43,53.6,0
32,0,7.1,10,0,5.6,1,288,421.12,73,51.35,10
41,1,6.5,7,0,9.9,2,499,276.76,45,60.54,14
58,0,5.9,5,0,8.5,0,29,431.27,68,45.59,0
25,1,9.8,9,1,1.9,0,203,425.4,54,45.79,0
24,1,7.1,1,1,2.5,0,205,361.08,42,60.17,0
36,0,5.8,7,1,10.6,2,183,574.0,79,31.87,14
45,0,9.2,7,1,10.5,0,425,233.34,77,74.76,0
29,1,9.2,9,2,1.7,1,408,437.15,43,43.33,9
43,1,5.0,2,1,2.3,0,89,458.16,91,64.91,0
52,1,9.8,8,1,7.0,1,445,506.92,74,41.71,8
21,1,8.0,5,2,10.5,1,169,569.32,83,38.48,5
51,0,7.9,9,0,11.4,2,390,483.59,86,45.3,18
24,1,7.7,8,1,9.0,0,150,539.45,75,25.49,0
44,1,7.1,9,1,9.6,1,152,354.98,76,62.6,9
20,1,6.0,4,1,4.5,2,401,435.69,61,57.12,8
50,0,4.7,9,0,11.7,2,457,211.41,96,87.48,18
29,1,5.5,9,2,6.9,0,48,387.87,91,57.54,0
36,0,4.0,4,2,10.0,2,270,573.19,66,27.07,8
34,0,9.3,5,0,9.4,0,37,349.29,72,66.54,0
35,0,8.5,7,0,5.4,1,375,390.2,60,57.37,7
20,0,6.6,5,1,6.2,2,239,230.12,75,98.27,10
30,1,8.4,7,1,10.8,0,259,506.17,54,19.06,0
49,1,7.4,5,2,6.6,0,106,294.78,56,66.65,0
22,1,8.1,7,0,1.7,0,26,228.63,91,100.0,0
42,0,7.8,3,1,9.7,1,202,216.37,41,80.45,3
39,1,9.4,8,1,1.1,1,301,388.47,85,77.88,8
25,1,4.1,1,0,5.1,2,50,470.7,77,67.6,2
33,0,4.4,6,0,2.0,2,181,583.57,51,28.42,12
49,1,7.3,2,0,8.2,2,363,474.81,81,62.4,4
22,1,4.2,2,1,6.7,1,213,489.82,80,53.45,2
53,0,7.6,5,2,2.9,2,390,479.86,75,60.57,10
42,0,6.2,1,1,2.6,1,63,343.4,90,98.01,1
33,1,7.1,10,1,1.3,1,193,209.09,96,100.0,10
41,2,7.2,8,1,2.7,1,386,596.51,80,32.21,8
31,1,4.3,1,1,7.1,1,46,527.67,80,52.09,1
30,1,4.6,5,1,5.6,2,481,351.06,82,73.67,10
40,1,6.7,8,1,11.3,2,5,288.15,85,84.82,16
42,1,6.4,6,1,4.9,1,117,268.41,60,81.37,6
44,2,8.6,2,1,3.5,0,403,444.58,70,55.79,0
25,0,6.3,5,1,8.8,1,447,372.07,96,71.45,5
35,0,7.2,9,1,2.5,0,36,315.27,40,54.39,0
54,2,4.0,10,1,3.8,0,421,215.7,54,59.93,0
23,1,7.6,5,0,9.6,2,269,496.26,83,54.21,10
23,0,4.1,1,1,2.2,0,1,259.36,84,96.65,0
42,1,8.2,3,1,1.8,2,42,273.0,98,100.0,6
37,0,9.5,10,1,6.5,2,327,573.89,55,24.56,20
40,1,4.3,7,1,9.2,1,33,571.2,59,19.44,7
34,1,6.4,9,1,4.7,1,165,437.15,82,57.59,9
49,1,6.5,3,1,8.4,0,204,287.56,41,57.89,0
33,0,6.1,8,1,4.2,0,127,573.38,93,33.3,0
54,1,4.1,7,1,8.4,2,459,269.57,80,77.49,14
37,1,6.1,1,1,7.7,0,305,338.13,67,64.7,0
20,1,5.1,4,0,3.8,1,127,454.76,85,65.67,4
18,0,5.1,9,1,2.4,0,299,593.72,87,22.17,0
54,1,4.2,2,1,8.1,2,52,349.77,40,62.92,4
52,1,4.7,7,1,8.8,2,172,348.65,68,64.65,14
33,1,6.2,10,0,7.4,1,41,568.74,58,19.69,10
21,1,7.1,9,0,4.7,0,89,358.34,44,44.65,0
20,0,5.4,3,1,9.1,0,57,407.67,67,50.56,0
34,0,9.5,7,0,4.1,0,405,295.59,58,65.49,0
59,0,6.8,6,1,1.2,0,166,275.58,92,91.55,0
51,0,4.5,2,1,11.5,0,167,203.47,81,86.0,0
59,0,5.4,8,1,6.7,0,99,238.89,41,58.46,0
51,0,6.1,10,1,10.8,1,301,324.0,62,51.98,10
34,0,8.3,1,1,11.0,1,83,532.6,49,37.17,1
41,1,4.6,10,0,1.2,0,454,512.64,55,15.38,0
54,0,5.0,6,0,3.0,2,460,331.94,45,61.48,12
19,2,7.8,7,1,1.4,2,479,441.89,64,58.27,14
31,0,6.0,9,1,1.5,2,47,233.89,53,88.33,18
27,1,7.8,2,0,3.0,1,232,499.17,52,50.26,2
32,1,7.4,4,1,8.1,0,474,462.01,86,46.17,0
54,1,5.7,2,1,9.8,1,203,514.06,58,36.96,2
35,1,7.6,1,0,5.2,2,399,234.66,68,100.0,2
30,1,8.1,6,0,4.4,0,65,580.87,51,19.99,0
52,1,10.0,3,1,8.4,2,492,397.14,69,69.87,6
53,1,5.4,7,0,8.9,2,377,565.9,72,27.59,14
54,1,5.2,7,1,5.1,1,346,502.21,45,25.63,7
27,1,8.0,1,0,11.7,0,331,354.34,72,61.77,0
46,0,6.4,7,1,3.8,0,450,520.28,78,31.39,0
51,1,7.1,7,1,6.4,1,247,587.07,52,18.81,7
41,1,6.3,8,1,4.0,1,128,238.21,43,74.84,8
44,1,4.3,7,1,5.7,0,340,431.86,63,33.77,0
26,1,7.1,10,0,7.6,0,464,489.45,58,15.95,0
26,1,6.1,9,1,10.4,2,106,595.66,49,11.7,18
27,1,6.6,10,1,10.2,0,262,234.35,81,69.1,0
29,1,6.8,7,1,6.1,0,126,470.65,49,28.99,0
32,1,8.8,6,0,10.0,1,219,311.21,60,69.35,6
20,1,9.9,1,2,6.7,1,176,259.02,52,92.06,1
45,1,9.2,8,0,11.6,0,327,498.21,53,16.93,0
26,1,6.5,10,1,3.4,0,242,427.31,87,50.34,0
56,0,5.6,10,1,6.1,1,341,509.5,40,15.31,10
47,2,6.3,6,1,2.3,0,269,220.12,97,98.58,0
40,1,8.9,9,0,4.0,1,208,205.22,90,100.0,9
47,1,8.8,4,0,10.3,1,364,567.13,72,33.35,4
33,0,8.7,10,0,4.0,0,15,556.88,86,36.29,0
53,0,5.9,8,0,6.4,2,399,206.07,73,90.37,16
47,0,7.1,6,1,11.8,1,404,217.43,63,76.68,6
54,0,9.3,1,1,2.9,0,42,210.9,61,100.0,0
33,1,6.3,1,1,5.7,0,349,587.92,78,31.08,0
45,1,7.0,6,2,2.5,1,472,456.93,95,65.16,6
37,0,6.6,1,1,7.3,0,456,333.48,89,75.05,0
31,0,4.8,7,1,4.9,1,460,328.2,42,50.35,7
46,0,9.0,8,1,10.9,1,63,597.12,81,30.37,8
54,0,7.1,2,0,9.2,1,227,265.49,52,78.61,2
36,1,9.0,10,1,4.9,1,316,328.16,46,57.64,10
34,0,7.0,10,0,3.8,1,279,435.82,78,54.08,10
18,0,5.5,6,1,6.0,1,21,421.14,53,50.89,6
46,0,4.2,8,0,8.7,1,477,389.88,41,30.33,8
46,1,6.8,8,0,9.2,1,373,359.69,84,63.39,8
41,1,7.2,8,1,3.0,2,274,311.33,97,95.03,16
36,1,6.4,6,0,8.5,2,342,360.31,69,65.66,12
27,1,6.2,2,1,7.3,1,43,445.99,92,73.26,2
53,1,5.2,5,0,7.6,0,72,402.52,51,40.97,0
34,1,9.1,8,1,5.8,0,146,279.89,74,75.93,0
34,1,5.6,5,0,6.9,1,167,556.77,57,28.22,5
49,0,8.0,10,1,3.2,1,317,280.06,97,91.68,10
33,1,9.6,6,1,10.5,2,41,270.98,83,96.97,12
40,0,4.2,1,1,5.5,2,69,441.81,69,67.64,2
33,1,8.9,10,1,6.4,2,485,531.81,63,31.37,20
49,1,9.4,4,1,1.2,2,127,406.57,91,94.2,8
19,1,4.3,10,0,11.7,0,112,437.44,99,40.4,0
57,0,8.9,7,2,5.4,0,388,510.84,69,32.3,0
23,0,6.6,10,0,4.5,1,36,503.58,46,29.8,10
27,1,5.7,2,1,6.0,1,84,563.38,57,36.32,2
51,0,4.3,1,1,4.2,0,169,428.61,77,58.98,0
47,0,9.6,3,1,4.8,1,455,258.09,62,89.89,3
53,1,7.8,9,1,5.9,0,218,307.74,58,57.1,0
23,0,5.1,4,1,4.4,1,114,428.95,51,52.33,4
50,0,8.2,1,1,6.0,2,459,495.56,68,57.63,2
22,2,8.1,8,1,4.6,0,212,507.13,81,40.04,0
45,1,9.4,6,2,8.2,1,21,251.28,88,100.0,6
24,1,8.9,7,1,1.1,0,4,492.28,96,63.02,0
36,0,6.1,9,2,7.1,2,187,576.7,59,23.19,18
43,1,7.0,4,1,8.0,1,51,348.91,89,84.33,4
55,1,8.8,6,0,1.7,0,478,453.96,80,52.83,0
55,1,7.0,7,0,3.3,1,195,491.89,63,45.67,7
56,0,8.8,5,1,6.7,1,411,553.49,82,43.08,5
34,0,8.8,8,2,7.6,1,42,227.32,62,87.47,8
36,1,9.7,10,1,10.9,0,67,351.1,62,49.19,0
44,1,4.7,6,1,6.8,1,28,318.79,89,83.01,6
54,0,7.5,1,1,10.5,0,475,475.11,82,44.56,0
24,1,5.6,6,2,7.0,1,128,356.48,99,81.23,6
55,1,9.6,6,0,6.9,1,318,418.2,76,63.79,6
34,0,9.0,9,0,3.0,1,485,374.19,95,75.93,9
46,0,5.8,9,2,2.7,2,423,452.36,41,36.2,18
56,0,9.8,2,1,5.7,1,462,478.92,45,45.49,2
34,0,7.3,10,1,2.8,0,447,546.68,93,31.85,0
32,0,7.8,10,1,8.5,0,391,458.99,97,42.03,0
33,0,5.6,1,1,5.1,0,328,229.56,96,99.73,0
50,1,5.5,10,1,8.4,0,67,438.74,93,45.44,0
28,0,9.8,6,0,2.6,0,415,391.07,72,61.22,0
50,1,4.3,7,1,9.6,2,98,589.78,55,17.44,14
49,0,8.2,7,0,9.7,2,229,481.89,74,49.96,14
45,1,4.7,6,0,9.9,2,247,360.89,47,50.96,12
37,1,6.9,7,1,3.1,0,379,318.51,46,52.48,0
46,0,6.8,1,0,8.2,1,153,393.85,77,74.1,1
33,0,8.9,10,1,10.0,1,132,581.23,65,20.79,10
47,1,5.6,6,1,11.5,1,230,442.42,87,52.11,6
34,0,4.9,7,1,9.8,2,494,245.93,44,62.23,14
31,0,8.2,10,0,4.6,2,70,441.98,59,53.94,20
41,2,7.4,1,2,6.8,1,117,455.96,55,56.77,1
54,0,7.6,5,0,8.8,0,459,529.8,60,19.52,0
30,1,6.4,2,1,6.7,1,150,325.98,72,82.42,2
35,0,5.8,5,1,7.6,1,115,516.93,55,34.25,5
24,1,8.4,4,1,9.3,0,212,447.93,68,44.95,0
28,1,8.2,2,0,8.5,1,306,346.51,58,69.78,2
34,0,9.1,6,2,5.3,0,290,278.63,50,66.01,0
36,1,8.7,3,2,1.3,0,331,372.19,80,75.8,0
23,0,7.5,8,0,1.6,1,55,507.59,99,65.4,8
35,0,9.0,4,2,2.3,1,478,590.57,72,39.56,4
27,0,5.6,9,1,11.9,1,194,398.34,92,56.08,9
18,0,7.7,9,1,11.8,1,329,277.51,81,72.37,9
18,0,6.0,5,0,3.2,1,398,209.78,48,83.28,5
55,1,8.6,7,1,5.1,1,393,419.19,78,61.82,7
44,0,9.6,4,2,10.6,1,136,340.7,60,70.8,4
42,1,8.3,1,1,1.6,0,20,227.94,78,100.0,0
43,1,5.8,6,1,3.6,0,444,414.01,93,57.82,0
56,0,5.5,5,1,11.4,2,487,258.67,89,85.55,10
27,0,4.7,7,0,10.1,1,23,285.83,72,73.15,7
53,0,8.2,3,0,11.4,0,260,255.82,98,89.46,0
25,1,9.6,5,1,5.7,1,174,441.7,87,72.05,5
50,0,5.6,8,2,3.0,1,41,450.23,97,68.34,8
46,0,9.9,3,0,1.8,0,106,224.57,88,100.0,0
51,1,7.3,8,0,7.6,1,221,522.59,68,34.68,8
44,1,8.3,3,0,5.6,0,414,256.59,52,72.16,0
59,0,5.4,8,1,1.7,2,252,293.04,46,71.37,16
21,1,4.8,4,1,1.3,2,328,508.89,79,57.78,8
22,0,10.0,2,0,5.3,0,61,574.76,44,28.04,0
59,1,6.1,4,1,2.0,0,303,477.85,89,55.0,0
28,0,5.2,1,1,7.2,2,271,369.55,43,62.09,2
18,1,9.0,8,0,2.7,0,179,409.31,68,55.15,0
30,1,4.5,1,1,3.8,2,454,373.41,70,74.98,2
37,0,4.8,10,1,7.9,2,223,598.66,82,24.51,20
51,0,8.9,5,1,10.8,0,467,243.45,91,82.18,0
50,1,6.9,8,1,5.3,1,477,324.36,96,79.25,8
31,0,5.6,2,1,8.2,1,33,373.78,98,85.94,2
29,1,6.6,7,1,3.2,1,54,429.13,47,50.3,7
28,0,9.9,2,2,7.3,0,140,244.42,65,88.81,0
18,0,5.2,10,0,4.6,2,312,448.03,60,42.59,20
25,0,4.6,10,1,9.9,1,174,271.96,99,80.04,10
35,0,9.6,4,0,4.2,1,490,419.6,99,79.67,4
22,1,5.4,9,0,8.9,0,77,209.53,85,80.49,0
48,2,9.6,9,1,9.4,0,479,210.11,53,64.0,0
20,0,6.1,7,1,1.9,0,0,253.57,58,77.09,0
39,1,4.1,9,0,4.3,1,96,285.93,64,71.18,9
23,1,6.9,10,0,9.8,2,418,596.0,44,3.41,20
41,0,5.2,10,1,4.5,0,392,559.46,41,0.0,0
44,0,6.8,8,2,9.6,0,496,591.19,85,12.25,0
38,1,7.3,9,1,4.1,1,287,573.37,61,24.65,9
54,1,7.7,4,2,9.5,2,77,267.08,90,100.0,8
51,1,9.7,7,1,2.5,1,331,308.26,81,89.15,7
52,0,9.0,5,0,7.3,1,381,519.0,55,35.43,5
53,0,4.1,7,1,5.2,1,126,290.56,66,73.45,7
43,0,9.3,6,0,3.7,1,28,446.14,46,54.13,6
18,0,5.2,8,1,9.2,1,156,309.55,65,63.39,8
36,1,5.5,3,1,6.0,0,146,575.02,78,31.24,0
43,1,8.9,8,1,3.9,2,62,232.25,87,100.0,16
40,1,7.1,8,0,7.0,1,171,314.21,88,80.91,8
57,0,6.5,8,2,9.4,0,232,433.15,60,31.07,0
51,2,4.0,10,0,2.0,0,276,580.44,69,12.24,0
44,0,5.9,2,0,11.6,0,57,217.55,46,71.0,0
20,1,7.7,6,0,2.9,2,132,568.87,46,34.6,12
56,0,4.6,9,0,10.1,0,491,574.01,78,4.56,0
30,0,7.3,4,1,6.3,0,495,550.54,80,30.49,0
56,1,4.1,5,1,2.2,1,369,266.52,83,89.6,5
33,0,8.0,3,2,1.6,1,301,326.78,84,94.12,3
20,0,4.3,10,0,2.9,2,107,261.22,94,95.57,20
43,0,4.4,7,1,10.0,2,87,468.55,77,48.47,14
22,0,8.3,4,1,10.1,1,215,510.77,49,33.52,4
20,2,8.4,10,1,4.4,1,277,544.32,86,41.94,10
45,1,5.2,2,0,7.0,0,92,398.51,79,62.14,0
47,0,4.6,7,1,6.0,2,315,310.26,93,84.69,14
40,1,8.7,7,1,1.4,0,369,299.04,98,88.08,0
35,1,8.6,2,0,7.5,2,315,242.43,53,91.74,4
22,0,5.2,4,2,2.1,1,107,423.41,97,80.04,4
39,0,5.8,10,1,10.6,1,404,275.14,95,74.26,10
18,0,5.3,2,1,11.6,0,343,230.14,58,67.98,0
44,2,7.3,1,0,4.2,2,431,254.51,49,89.76,2
31,0,7.9,10,1,1.3,0,123,517.48,98,49.14,0
58,0,9.7,6,0,11.9,1,260,443.0,75,53.02,6
26,0,5.2,9,1,6.1,2,2,408.72,76,63.09,18
21,1,7.2,5,1,11.4,1,333,597.15,62,17.12,5
42,0,4.7,8,0,6.3,2,208,473.42,55,38.39,16
48,0,6.9,9,0,10.6,2,430,541.79,74,28.0,18
49,1,8.7,2,0,4.3,2,74,321.56,47,85.38,4
19,2,5.9,6,0,11.7,0,199,208.03,88,82.6,0
54,2,7.5,6,0,9.4,1,452,509.44,70,34.95,6
19,0,8.0,4,1,8.3,0,217,214.6,97,98.94,0
31,0,5.0,3,1,5.9,1,155,400.32,99,79.83,3
32,1,4.2,4,0,8.3,1,178,490.2,77,46.19,4
42,0,5.1,9,1,1.8,0,168,397.92,81,55.32,0
27,0,7.3,8,1,1.2,1,2,318.71,40,68.64,8
45,1,7.5,5,2,2.6,0,61,353.68,67,69.43,0
25,1,8.0,2,1,4.0,0,96,577.8,72,38.78,0
31,0,7.2,7,0,7.2,2,279,201.74,74,97.4,14
37,0,6.7,2,1,11.7,1,365,412.23,66,53.85,2
59,0,9.2,8,1,6.4,0,340,210.9,53,72.35,0
30,0,5.4,5,0,6.1,1,380,287.06,84,83.21,5
36,0,7.0,7,1,7.2,0,326,592.71,62,9.89,0
51,1,7.4,9,1,6.4,0,392,279.61,49,52.26,0
43,0,4.7,6,1,4.0,0,427,314.48,44,47.45,0
54,0,9.4,4,1,3.0,1,74,257.44,87,100.0,4
41,0,7.9,1,0,10.6,1,69,357.04,98,91.01,1
38,1,4.3,10,0,11.2,0,155,298.51,71,49.45,0
41,1,4.4,8,0,4.9,0,448,338.09,85,57.64,0
25,0,9.0,7,0,6.9,0,414,594.62,96,29.27,0
50,1,5.4,1,1,9.6,1,213,345.67,74,74.53,1
22,1,8.6,4,1,8.4,0,442,543.67,86,35.15,0
42,0,7.5,5,0,4.9,0,167,332.05,51,59.47,0
57,0,9.2,4,1,11.5,0,335,383.34,72,53.56,0
34,1,7.6,10,0,4.3,0,448,295.73,42,46.5,0
42,0,7.8,8,1,2.2,1,380,520.29,50,31.99,8
59,0,9.0,4,1,10.2,1,92,520.36,89,55.63,4
50,1,7.3,7,1,5.6,1,288,253.25,43,70.73,7
22,0,6.2,5,1,6.3,0,85,221.12,76,87.4,0
32,2,8.9,1,1,9.0,1,436,439.76,53,51.79,1
59,1,6.2,2,1,5.8,2,73,405.24,46,63.7,4
32,1,8.6,5,1,3.4,0,223,525.96,40,24.98,0
18,1,7.4,4,1,8.2,1,239,425.71,50,48.77,4
35,0,7.7,6,0,1.3,1,54,373.08,46,66.19,6
23,1,6.3,4,1,1.1,2,219,271.21,40,83.37,8
51,0,7.8,9,1,5.2,2,34,325.05,54,71.94,18
19,0,6.1,5,2,11.8,0,213,317.13,85,64.89,0
34,2,7.5,4,2,10.3,0,464,424.62,46,29.5,0
22,0,4.7,3,0,7.0,0,311,531.26,86,36.14,0
37,0,9.7,2,1,6.4,1,321,487.4,61,53.65,2
31,1,4.3,5,1,9.1,2,466,371.09,91,69.28,10
29,0,4.1,10,0,4.8,1,52,539.06,57,23.62,10
21,1,7.6,2,1,3.0,2,49,215.37,60,100.0,4
58,0,7.6,3,2,4.0,0,496,217.9,85,94.46,0
27,0,9.6,7,1,6.2,1,379,525.01,43,27.32,7
56,1,4.2,1,1,9.8,1,420,462.45,50,36.22,1
47,0,6.5,3,0,2.0,0,173,350.17,83,78.68,0
54,1,6.5,2,1,5.8,0,392,223.74,63,81.67,0
43,1,5.7,2,1,3.6,1,137,335.85,75,85.79,2
21,2,9.0,9,0,8.1,0,324,214.17,80,80.68,0
23,0,8.6,4,2,1.2,0,341,219.02,85,100.0,0
32,0,9.1,4,1,6.1,2,221,500.42,91,68.73,8
35,0,7.3,7,0,8.5,1,146,569.71,54,21.98,7
34,0,7.5,5,1,4.1,0,124,322.52,62,68.62,0
50,0,8.0,3,1,8.7,0,260,339.98,49,54.59,0
53,1,8.6,5,0,8.2,2,306,496.7,63,47.5,10
42,1,6.2,5,1,3.8,1,380,223.22,58,85.9,5
45,1,8.8,10,1,8.1,1,473,350.78,69,57.03,10
30,1,4.3,6,0,8.3,1,451,277.75,50,58.84,6
49,1,6.7,4,0,3.8,0,89,218.48,89,100.0,0
36,0,4.4,4,0,3.4,0,90,228.98,78,89.74,0
48,1,4.0,7,1,9.8,1,85,523.65,54,22.33,7
32,1,7.1,9,1,5.0,1,376,210.83,55,78.54,9
40,1,4.1,4,1,4.1,1,20,548.88,95,54.67,4
57,1,9.2,7,1,4.7,0,240,387.55,70,57.96,0
44,0,4.0,6,1,1.5,1,472,460.7,76,50.53,6
18,0,7.5,4,1,8.7,0,291,377.94,82,61.14,0
39,1,6.7,1,1,11.0,0,437,512.09,99,45.31,0
25,0,5.9,6,1,11.1,0,151,251.83,93,79.66,0
22,1,7.6,8,1,4.7,1,455,517.16,63,33.36,8
41,2,4.8,3,1,4.7,0,137,206.39,67,87.91,0
50,0,5.4,1,0,7.3,1,117,375.04,56,66.0,1
29,0,8.9,9,0,8.9,0,358,244.48,69,68.04,0
21,0,8.3,2,1,1.4,0,219,378.18,65,70.59,0
32,1,4.8,4,2,7.2,0,211,366.52,95,67.99,0
26,1,7.4,4,1,9.1,2,146,300.39,40,70.17,8
59,0,8.0,10,1,8.6,1,201,269.0,80,79.25,10
30,1,9.5,3,1,2.8,0,255,552.44,94,53.63,0
27,0,6.9,2,1,1.8,1,315,463.26,62,59.59,2
59,0,8.1,10,1,9.6,1,304,533.73,77,30.27,10
31,1,6.1,6,0,3.0,1,458,349.31,75,70.82,6
18,0,7.7,1,1,4.7,0,16,598.86,76,39.22,0
44,0,5.8,8,1,10.7,1,310,241.14,43,59.66,8
39,1,6.9,2,2,3.1,1,414,233.07,59,92.52,2
39,1,7.7,2,0,2.8,0,451,455.53,87,60.76,0
43,1,9.3,4,2,6.2,2,275,267.66,71,96.69,8
41,1,8.7,7,1,2.3,1,364,522.68,77,49.06,7
47,0,9.2,7,1,6.5,2,201,403.73,63,64.84,14
57,1,7.0,7,0,8.4,2,490,261.12,80,84.08,14
34,1,7.2,7,1,10.0,1,257,325.99,86,73.93,7
40,1,6.0,1,2,1.4,0,9,252.19,99,100.0,0
27,0,6.9,1,0,1.3,2,352,405.71,43,66.69,2
50,0,7.9,1,1,9.0,0,189,254.46,90,94.11,0
25,1,6.6,1,2,8.8,0,365,581.52,88,32.78,0
22,0,7.2,3,0,10.5,1,466,354.83,76,67.19,3
51,1,8.4,4,2,7.3,0,319,257.52,87,87.05,0
44,1,7.1,1,0,6.6,0,133,306.6,67,77.04,0
48,1,6.7,7,1,9.7,1,259,314.37,45,54.78,7
42,1,9.9,1,1,7.4,0,165,387.49,86,76.82,0
19,2,4.5,6,1,4.7,0,247,273.82,63,65.87,0
37,1,9.2,8,1,4.7,1,425,519.62,80,45.25,8
20,0,5.2,2,2,11.5,1,433,534.31,87,39.94,2
58,0,7.4,2,1,1.7,1,335,441.87,67,66.4,2
57,0,7.5,5,0,4.0,1,290,583.88,44,22.89,5
55,0,6.9,2,1,4.2,0,123,210.64,94,100.0,0
57,1,5.5,2,0,5.5,1,210,318.41,96,94.48,2
32,0,9.5,5,0,6.2,2,264,281.48,58,86.51,10
44,0,4.0,1,0,4.6,1,441,504.52,68,45.19,1
41,1,9.8,10,1,6.2,1,260,489.33,84,50.54,10
52,0,5.2,5,1,5.9,1,318,576.22,41,14.65,5
40,0,8.3,10,1,1.9,1,247,318.86,94,87.67,10
25,1,6.0,2,1,9.8,2,434,235.06,84,97.44,4
39,0,6.3,2,1,7.1,0,306,550.46,83,36.59,0
33,0,6.0,3,1,1.9,1,190,331.34,47,72.63,3
23,1,6.2,6,1,6.8,1,95,230.92,75,92.31,6
56,1,7.8,3,1,8.3,1,452,441.93,94,66.45,3
46,0,8.7,3,1,11.7,0,302,348.05,88,68.8,0
43,1,4.8,1,1,11.9,0,125,377.09,40,39.4,0
26,0,9.0,5,1,6.9,2,99,492.12,47,47.15,10
36,1,9.9,4,0,10.6,1,55,368.36,87,81.91,4
24,0,8.2,6,0,10.7,0,284,413.77,74,45.71,0
42,1,6.4,1,1,1.0,1,490,219.96,98,100.0,1
41,2,6.3,10,1,10.1,1,253,497.29,72,30.51,10
